"subjectId" "activity" "domain" "signal" "instrument" "jerk_ind" "estimate_func" "axis" "mean"
1 "SITTING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.00130828765170213
1 "SITTING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.104544182255319
1 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "X" -0.977229008297872
1 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "Y" -0.922618641914894
1 "SITTING" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.93958629106383
1 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0774825199574468
1 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "Y" -0.000619102785106384
1 "SITTING" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.00336779235021277
1 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.986430711276596
1 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.981371965319149
1 "SITTING" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.987910804468085
1 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.045350056512766
1 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0919241549361702
1 "SITTING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0629313811914894
1 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.977211283191489
1 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.966473895319149
1 "SITTING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.941425920851064
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0936793807234043
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0402118124255319
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.046702627
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.99173159212766
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.989518068510638
1 "SITTING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.987935806382979
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.831509933404255
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" 0.204411592680851
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" 0.332043702765957
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.968457145744681
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.935517055957447
1 "SITTING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.949040933191489
1 "SITTING" NA NA NA NA NA NA -0.750271828718279
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.995249932641509
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" -0.977070847735849
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.985297098679245
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" 0.0865153619088679
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" 0.117478948718868
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.244858585792453
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.99602834509434
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "Y" -0.972293102075472
1 "STANDING" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.977937259622642
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.994630797358491
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.985418704528302
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.990752166037736
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" 0.314182940150943
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" 0.0391618954943396
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" 0.138581478749057
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.995073759245283
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.987018226792453
1 "STANDING" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.992349818113208
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.986386786037736
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.988984455849057
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.980773122830189
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.120293020603774
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.0447191978169811
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" 0.100607635139623
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.987497128679245
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.987107727735849
1 "STANDING" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.98234533
1 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.278917629056604
1 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.0161375901037736
1 "STANDING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.110601817735849
1 "STANDING" "Time" "Body" "Accelerator" "N" "std()" "X" -0.995759901509434
1 "STANDING" "Time" "Body" "Accelerator" "N" "std()" "Y" -0.973190056415094
1 "STANDING" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.979775876981132
1 "STANDING" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0753766542264151
1 "STANDING" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.00797573092830189
1 "STANDING" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.00368524954709434
1 "STANDING" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.994604542264151
1 "STANDING" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.98564873245283
1 "STANDING" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.992251177358491
1 "STANDING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.0239877347979245
1 "STANDING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0593972209811321
1 "STANDING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.074800751
1 "STANDING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.987191946603774
1 "STANDING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.98773444
1 "STANDING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.980645626981132
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0996092129056604
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0440627877924528
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0489505466716981
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.992945106981132
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.995137917358491
1 "STANDING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.992108467169811
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.942952000377358
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.272983832264151
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" 0.0134905823226415
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.99376298509434
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.981225957924528
1 "STANDING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.976324063584906
1 "STANDING" NA NA NA NA NA NA -0.761610936856981
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.202794306326316
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" 0.0897127264021053
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.331560117789474
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.207548374494737
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" 0.113093646103158
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.0497265196172632
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "std()" "X" -0.319134719578947
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "std()" "Y" 0.056040006846
1 "WALKING" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.279686751494737
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.170546964549579
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.0352255241130632
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.468999224631579
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" -0.209261973376842
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.386237143210526
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" -0.185530281244211
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.133586606326316
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" 0.106739857136
1 "WALKING" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.534713440421053
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.339032197115789
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.103059416434737
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.255940940315789
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" 0.0147844986621053
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" -0.0657746190010526
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" 0.00077332156431579
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.516691938736842
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.0335081597884211
1 "WALKING" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.436562227473684
1 "WALKING" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.277330758736842
1 "WALKING" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.0173838185273684
1 "WALKING" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.111148103547368
1 "WALKING" "Time" "Body" "Accelerator" "N" "std()" "X" -0.283740258842105
1 "WALKING" "Time" "Body" "Accelerator" "N" "std()" "Y" 0.114461336747368
1 "WALKING" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.260027902210526
1 "WALKING" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0740416333157895
1 "WALKING" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.0282721095884211
1 "WALKING" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.00416840617789474
1 "WALKING" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.113615602435789
1 "WALKING" "Time" "Body" "Accelerator" "Y" "std()" "Y" 0.0670025007684211
1 "WALKING" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.502699788526316
1 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.041830963526
1 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0695300462115789
1 "WALKING" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0849448173042105
1 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.473535485894737
1 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.0546077686594737
1 "WALKING" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.344266629473684
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0899975423705263
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0398428709463158
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0461309295021053
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.207421854757895
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.304468510631579
1 "WALKING" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.404255452631579
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.935223201473684
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.282165021263158
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" -0.068102864
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.976609642526316
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.971305961473684
1 "WALKING" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.947717226105263
1 "WALKING" NA NA NA NA NA NA -0.139349173911282
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "X" 0.0382291831510204
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" 0.00154990783591837
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Z" -0.225574471693878
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "X" -0.307395198687755
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Y" 0.0632200839346939
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "meanFreq()" "Z" 0.294322700810612
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "X" 0.0243308391387755
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Y" -0.112963739953061
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "N" "std()" "Z" -0.297927894693878
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "X" -0.0276638676122449
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Y" -0.12866715764898
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "mean()" "Z" -0.288334735714286
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "X" -0.253164344918367
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Y" -0.33758970122449
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "meanFreq()" "Z" 0.00937223889183673
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "X" -0.0863278966402041
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Y" -0.134580008877551
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Accelerator" "Y" "std()" "Z" -0.401721464285714
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "X" -0.352449631363265
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Y" -0.0557022524693878
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "mean()" "Z" -0.0318694271979592
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "X" -0.100453729040816
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Y" 0.0825511487183673
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "meanFreq()" "Z" -0.0756762067714286
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "X" -0.495422486102041
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Y" -0.181414728657143
1 "WALKING_DOWNSTAIRS" "Frequency" "Body" "Gyroscope" "N" "std()" "Z" -0.238443565306122
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "X" 0.289188320408163
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Y" -0.00991850461020408
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "mean()" "Z" -0.107566190908163
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "X" 0.0300353383483878
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Y" -0.0319359434489796
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "N" "std()" "Z" -0.230434213204082
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "X" 0.0541553164897959
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Y" 0.0296504490408163
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "mean()" "Z" -0.0109719730183673
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "X" -0.012283860544898
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Y" -0.101601390640816
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerator" "Y" "std()" "Z" -0.345735032326531
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "X" -0.0350781902989796
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Y" -0.0909371290204082
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "mean()" "Z" 0.0900850142030612
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "X" -0.458030542938775
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Y" -0.126349194938775
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "N" "std()" "Z" -0.124702454242857
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "X" -0.0739592036271429
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Y" -0.0439902783367347
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "mean()" "Z" -0.0270461061061224
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "X" -0.487027342244898
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Y" -0.238824827530612
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Y" "std()" "Z" -0.268761480242857
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "X" 0.931874418979592
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Y" -0.266610338979592
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "mean()" "Z" -0.0621199585938775
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "X" -0.950559811632653
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Y" -0.937018658979592
1 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerator" "N" "std()" "Z" -0.895939695102041
1 "WALKING_DOWNSTAIRS" NA NA NA NA NA NA -0.0734077354601484
1 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "X" -0.404321784150943
1 "WALKING_UPSTAIRS" "Frequency" "Body" "Accelerator" "N" "mean()" "Y" -0.190976720811321
